game,platform,games_sold,year,critic_score,user_score,combined_score
Rock Band Track Pack: Classic Rock,PS3,0.11,2009,6.5,,
Rock Band Track Pack: Classic Rock,X360,0.07,2009,5.0,,
Rock Band Track Pack: Classic Rock,X360,0.07,2009,5.0,,
Rock Band Track Pack: Classic Rock,X360,0.07,2009,6.5,,
Rock Band Track Pack: Classic Rock,X360,0.07,2009,6.5,,
Dance Central,X360,2.5,2010,8.4,,
Rock Band 3,X360,0.88,2010,8.5,,
Rock Band 3,X360,0.88,2010,9.2,,
Rock Band 3,X360,0.88,2010,9.2,,
Rock Band 3,X360,0.88,2010,9.4,,
Rock Band 3,Wii,0.64,2010,8.5,,
Rock Band 3,Wii,0.64,2010,9.2,,
Rock Band 3,Wii,0.64,2010,9.2,,
Rock Band 3,Wii,0.64,2010,9.4,,
Rock Band 3,PS3,0.57,2010,8.5,,
Rock Band 3,PS3,0.57,2010,9.2,,
Rock Band 3,PS3,0.57,2010,9.2,,
Rock Band 3,PS3,0.57,2010,9.4,,
Green Day: Rock Band,PS3,0.41,2010,8.0,,
Green Day: Rock Band,PS3,0.41,2010,7.8,,
Green Day: Rock Band,PS3,0.41,2010,8.3,,
Green Day: Rock Band,X360,0.41,2010,8.0,,
Green Day: Rock Band,X360,0.41,2010,7.8,,
Green Day: Rock Band,X360,0.41,2010,8.3,,
Green Day: Rock Band,Wii,0.37,2010,8.0,,
Green Day: Rock Band,Wii,0.37,2010,7.8,,
Green Day: Rock Band,Wii,0.37,2010,8.3,,
Rock Band 3,DS,0.09,2010,8.5,,
Rock Band 3,DS,0.09,2010,9.2,,
Rock Band 3,DS,0.09,2010,9.2,,
Rock Band 3,DS,0.09,2010,9.4,,
Rock Band Country Track Pack 2,Wii,0.09,2011,,,
Rock Band Country Track Pack 2,Wii,0.09,2011,,,
Rock Band Country Track Pack 2,Wii,0.09,2011,,,
Rock Band Country Track Pack 2,PS3,0.07,2011,,,
Rock Band Country Track Pack 2,PS3,0.07,2011,,,
Rock Band Country Track Pack 2,PS3,0.07,2011,,,
Rock Band Country Track Pack 2,X360,0.05,2011,,,
Rock Band Country Track Pack 2,X360,0.05,2011,,,
Rock Band Country Track Pack 2,X360,0.05,2011,,,
Harvest Moon: The Land of Origin,3DS,0.23,2012,,,
Fate/Extella Link,PSV,0.06,2018,,,
Fate/Extella Link,PSV,0.06,2018,7.7,7.2,7.45
Senran Kagura: Peach and Reflexions Limited Double Pack,NS,0.02,2018,,,
Bus Driver,PC,0.01,2008,,,
Arma 2: Operation Arrowhead,PC,4.51,2010,,,
Trapped Dead,PC,0.02,2011,4.0,4.7,4.35
The Silent Age,PC,0.14,2015,,,
Hektor,PC,0.11,2015,,,
Microsoft Flight Simulator,PC,5.12,1996,7.0,,
Age of Empires,PC,0.01,1997,,,
Age of Empires II: The Age of Kings,PC,0.09,1999,9.3,,
Age of Empires: Collector's Edition,PC,0.14,2000,,,
Halo: Combat Evolved,XB,5.0,2001,9.5,,
Halo: Combat Evolved,XB,5.0,2001,8.6,,
Project Gotham Racing,XB,2.12,2001,8.4,,
Fuzion Frenzy,XB,1.21,2001,8.3,,
NFL Fever 2002,XB,0.99,2001,7.9,,
Amped: Freestyle Snowboarding,XB,0.82,2001,8.5,,
Oddworld: Munch's Oddysee,XB,0.73,2001,,,
Oddworld: Munch's Oddysee,XB,0.73,2001,4.0,,
Oddworld: Munch's Oddysee,XB,0.73,2001,7.4,,
Blood Wake,XB,0.57,2001,8.4,,
Azurik: Rise of Perathia,XB,0.24,2001,6.5,,
Microsoft Train Simulator,PC,0.04,2001,8.0,,
Zoo Tycoon,PC,0.03,2001,7.1,,
Project Gotham Racing (JP weekly sales),XB,2.1,2002,,,
RalliSport Challenge,XB,0.9,2002,9.2,,
NBA Inside Drive 2002,XB,0.37,2002,8.7,,
Shenmue II,XB,0.32,2002,8.7,,
Shenmue II,XB,0.32,2002,7.9,,
Exhibition,XB,0.25,2002,,,
NightCaster,XB,0.13,2002,,,
RalliSport Challenge (JP sales),XB,0.01,2002,,,
Xbox Music Mixer,XB,0.35,2003,,,
Star Wars: The Clone Wars & Tetris Worlds,XB,0.19,2003,,,
Exhibition Volume 02,XB,0.17,2003,,,
Exhibition Volume 03,XB,0.1,2003,,,
Exhibition Volume 4,XB,0.07,2003,,,
Kingdom Under Fire: The Crusaders,XB,0.32,2004,8.2,,
OutRun 2,XB,0.14,2004,,,
Exhibition Volume 5,XB,0.06,2004,,,
Exhibition Volume 6,XB,0.02,2004,,,
Kingdom Under Fire: Heroes,XB,0.15,2005,8.5,,
Xbox Live Arcade Unplugged Volume 1,X360,0.07,2006,7.4,,
Tenchu Z,X360,0.34,2007,5.7,,
Worms,XBL,0.2,2007,,,
Worms,XBL,0.2,2007,,,
Fuzion Frenzy 2,X360,0.17,2007,6.0,,
Project Sylpheed: Arc of Deception,X360,0.15,2007,6.7,,
Ninja Gaiden II,X360,1.15,2008,8.2,,
You're in the Movies,X360,0.48,2008,5.1,,
Kingdom Under Fire: Circle of Doom,X360,0.37,2008,5.8,,
Trials HD,XBL,2.0,2009,8.6,,
Ninja Blade,X360,0.33,2009,6.7,,
Dance Central 2,X360,2.04,2011,8.6,,
Triple Pack: Xbox Live Arcade Compilation,X360,0.03,2011,,,
Dance Central 3,X360,0.83,2012,8.0,,
Radirgy Noa Wii,Wii,0.01,2010,,,
MXGP 3: The Official Motocross Videogame,PS4,0.17,2017,,,
MXGP 3: The Official Motocross Videogame,PS4,0.17,2017,,,
MXGP 3: The Official Motocross Videogame,PS4,0.17,2017,,,
MXGP 3: The Official Motocross Videogame,XOne,0.09,2017,,,
MXGP 3: The Official Motocross Videogame,XOne,0.09,2017,,,
MXGP 3: The Official Motocross Videogame,XOne,0.09,2017,,,
Gauntlet,PC,1.0,1988,,,
Gauntlet,PC,1.0,1988,,,
World League Soccer,SNES,0.15,1992,,,
Blazing Dragons,PS,0.15,1996,6.6,,
Starwinder: The Ultimate Space Race,PS,0.06,1996,,,
3D Baseball,PS,0.03,1996,7.6,,
NCAA Basketball Final Four 97,PS,0.14,1997,,,
Circuit Breakers,PS,0.07,1998,5.9,,
Chessmaster II,PS,0.15,1999,7.5,,
Rat Attack!,PS,0.04,1999,,,
Rat Attack!,PS,0.04,1999,,,
Rat Attack!,N64,0.02,2000,,,
Rat Attack!,N64,0.02,2000,,,
Car Battler Joe,GBA,0.02,2002,7.9,,
Deal or No Deal: The Banker is Back!,DS,0.2,2008,,,
Deal or No Deal: The Banker is Back!,DS,0.2,2008,,,
Deal or No Deal: The Banker is Back!,Wii,0.01,2008,,,
Deal or No Deal: The Banker is Back!,Wii,0.01,2008,,,
U-Sing,Wii,0.35,2009,,,
The Ultimate Red Ball Challenge,Wii,0.2,2009,,,
I'm A Celebrity: Get Me Out of Here!,Wii,0.17,2009,,,
I'm A Celebrity: Get Me Out of Here!,Wii,0.17,2009,,,
Countdown: The Game,DS,0.15,2009,,,
Countdown: The Game,DS,0.15,2009,,,
Family Fortunes,Wii,0.13,2009,,,
Family Fortunes,Wii,0.13,2009,,,
Countdown: The Game,Wii,0.05,2009,,,
Countdown: The Game,Wii,0.05,2009,,,
Family Fortunes,DS,0.04,2009,,,
Family Fortunes,DS,0.04,2009,,,
I'm A Celebrity: Get Me Out of Here!,DS,0.04,2009,,,
I'm A Celebrity: Get Me Out of Here!,DS,0.04,2009,,,
U-Sing: Girls Night,Wii,0.25,2010,,,
U-Sing 2,Wii,0.09,2010,,,
My First Songs,Wii,0.08,2010,,,
BallisticNG,PC,0.1,2018,,,
Dramatical Murder Re:code,PSV,0.01,2014,,,
Delta Force: Black Hawk Down,PS2,0.46,2005,5.5,,
Delta Force: Black Hawk Down,PS2,0.46,2005,6.8,,
Delta Force: Black Hawk Down,XB,0.34,2005,5.5,,
Delta Force: Black Hawk Down,XB,0.34,2005,6.8,,
Joint Operations: Combined Arms,PC,0.02,2009,,,
Angel Blade: Neo Tokyo Guardians,PS,0.21,1997,,,
Railfan,PS3,0.01,2006,,,
Operation Warcade,PS4,0.04,2018,,,
Don't Knock Twice,PS4,0.03,2018,5.6,5.6,5.6
Battle Arena Toshinden 2,PS,0.71,1996,6.0,,
Burning Road,PS,0.12,1996,6.0,,
Skeleton Warriors,PS,0.08,1996,5.0,,
VMX Racing,PS,0.28,1997,5.0,,
Battle Arena Toshinden 3,PS,0.27,1997,6.3,,
PowerSlave,PS,0.03,1997,,,
MDK,PS,0.2,1998,8.0,,
AIR,PSP,0.02,2007,,,
Snow Portable,PSP,0.02,2007,,,
Arabians Lost: The Engagement on Desert,PS2,0.02,2007,,,
Arabians Lost: The Engagement on Desert,PS2,0.02,2007,,,
Arabians Lost: The Engagement on Desert,PS2,0.02,2007,,,
Shinkyoku Soukai Polyphonica,PS2,0.02,2007,,,
Tomoyo After: It's a Wonderful Life CS Edition,PS2,0.01,2007,,,
Tomoyo After: It's a Wonderful Life CS Edition,PS2,0.01,2007,,,
Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen,PS2,0.01,2007,,,
Clannad,PSP,0.04,2008,,,
Clannad,PSP,0.04,2008,,,
Clannad,PSP,0.04,2008,,,
Clannad,PSP,0.04,2008,,,
Clannad,PSP,0.04,2008,,,
Clannad,X360,0.03,2008,,,
Clannad,X360,0.03,2008,,,
Clannad,X360,0.03,2008,,,
Clannad,X360,0.03,2008,,,
Clannad,X360,0.03,2008,,,
Heart no Kuni no Alice,PS2,0.01,2008,,,
Heart no Kuni no Alice,PS2,0.01,2008,,,
Little Busters! Converted Edition,PS2,0.05,2009,,,
Little Busters! Converted Edition,PS2,0.05,2009,,,
Little Busters! Converted Edition,PS2,0.05,2009,,,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,0.04,2009,,,
Tomoyo After: It's a Wonderful Life CS Edition,PSP,0.04,2009,,,
Planetarian: Chiisana Hoshi no Yume,PSP,0.02,2009,,,
Heart no Kuni no Alice,PSP,0.01,2009,,,
Heart no Kuni no Alice,PSP,0.01,2009,,,
Time Leap,X360,0.01,2009,,,
Arabians Lost: The Engagement on Desert,DS,0.01,2009,,,
Arabians Lost: The Engagement on Desert,DS,0.01,2009,,,
Arabians Lost: The Engagement on Desert,DS,0.01,2009,,,
Little Busters! Converted Edition,PSP,0.04,2010,,,
Little Busters! Converted Edition,PSP,0.04,2010,,,
Little Busters! Converted Edition,PSP,0.04,2010,,,
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,0.03,2010,,,
Clover no Kuni no Alice,PS2,0.02,2010,,,
Clover no Kuni no Alice,PS2,0.02,2010,,,
Clannad: Mitsumi Mamoru Sakamichi de - Joukan,PSP,0.02,2010,,,
Clannad,PS3,0.03,2011,,,
Clannad,PS3,0.03,2011,,,
Clannad,PS3,0.03,2011,,,
Clannad,PS3,0.03,2011,,,
Clannad,PS3,0.03,2011,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PS2,0.01,2011,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PS2,0.01,2011,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PS2,0.01,2011,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSP,0.04,2012,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSP,0.04,2012,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSP,0.04,2012,,,
Little Busters! Converted Edition,PSV,0.03,2012,,,
Little Busters! Converted Edition,PSV,0.03,2012,,,
Little Busters! Converted Edition,PSV,0.03,2012,,,
The Fruit of Grisaia,PSP,0.01,2013,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,0.02,2014,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSV,0.02,2014,,,
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,0.02,2014,,,
Rewrite,PSV,0.02,2014,,,
Flowers,PSV,0.01,2014,,,
Chou no Doku: Hana no Kusari - Taishou Tsuyakoi Ibun,PSP,0.01,2014,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSP,0.01,2014,,,
Grisaia no Rakuen: Le Eden de la Grisaia,PSP,0.01,2014,,,
Clannad,PSV,0.01,2014,,,
Clannad,PSV,0.01,2014,,,
Clannad,PSV,0.01,2014,,,
Clannad,PSV,0.01,2014,,,
Clannad,PSV,0.01,2014,,,
Amatsumi Sora ni! Kumo no Hatate ni,PSV,0.03,2015,,,
Flowers: Natsu-hen,PSV,0.01,2015,,,
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,0.03,2016,,,
Taishou x Alice: All in One,PSV,0.02,2016,,,
Hoshiori Yume Mirai: Converted Edition,PSV,0.02,2016,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSV,0.02,2016,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSV,0.02,2016,,,
The Three Kingdoms Love Story ~ The Art of Otome!,PSV,0.02,2016,,,
Air,PSV,0.02,2016,,,
Flowers: Autumn Story,PSV,0.02,2016,,,
Grisaia no Kajitsu: Side Episode,PSV,0.02,2017,,,
Rewrite: Harvest Festa!,PSV,0.01,2017,,,
Yoshiwara Higanbana Kuon no Chigiri,PSV,0.01,2017,,,
Island,PSV,0.01,2017,,,
Grisaia Phantom Trigger 03 & 04,PSV,0.01,2018,,,
Flowers: Le volume sur hiver,PSV,0.01,2018,,,
Lucky Dog 1,PSV,0.01,2018,,,
Amatsutsumi,PSV,0.01,2018,,,
Destruction Derby,PS,0.9,1995,7.0,,
WipEout,PS,0.47,1995,8.0,,
Discworld,PS,0.06,1995,7.0,,
3D Lemmings,PS,0.06,1995,7.0,,
Novastorm,PS,0.04,1995,2.0,,
Myst,PS,0.07,1996,,,
Myst,PS,0.07,1996,,,
Myst,PS,0.07,1996,4.0,,
Myst,PS,0.07,1996,7.5,,
Myst,PS,0.07,1996,8.9,8.0,8.45
Chronicles of the Sword,PS,0.05,1996,,,
Assault Rigs,PS,0.04,1996,6.0,,
Adidas Power Soccer,PS,0.04,1996,7.0,,
The Adventures of Lomax,PS,0.03,1996,,,
Colony Wars,PS,0.42,1997,8.8,,
Thunder Truck Rally,PS,0.14,1997,7.0,,
Rush Hour,PS,0.03,1997,6.0,,
Discworld II: Mortality Bytes!,PS,0.02,1997,6.0,,
The City of Lost Children,PS,0.01,1997,4.9,,
Spice World,PS,0.67,1998,2.0,,
Colony Wars: Vengeance,PS,0.23,1998,8.6,,
O.D.T.: Escape... Or Die Trying,PS,0.12,1998,,,
Rosco McQueen: Firefighter Extreme,PS,0.09,1998,4.5,,
Roll Away,PS,0.07,1998,8.9,,
Adidas Power Soccer 98,PS,0.02,1998,5.8,,
Rollcage,PS,0.21,1999,9.0,,
Blast Radius,PS,0.07,1999,6.6,,
Primal Carnage: Extinction,PC,0.19,2015,,,
Brain Dead 13,PS,0.02,1996,,,
Rogue Trooper Redux,XOne,0.02,2017,5.9,6.5,6.2
Rogue Trooper Redux,XOne,0.02,2017,6.1,7.5,6.8
Rogue Trooper Redux,PS4,0.02,2017,5.9,6.5,6.2
Rogue Trooper Redux,PS4,0.02,2017,6.1,7.5,6.8
Guitar Hero,PS2,2.38,2005,8.0,,
In The Groove,PS2,0.07,2005,,,
Guitar Hero II,PS2,5.12,2006,9.2,,
Guitar Hero II,PS2,5.12,2006,9.2,,
Guitar Hero III: Legends of Rock,PS2,4.98,2007,8.5,,
Guitar Hero III: Legends of Rock,PS2,4.98,2007,8.6,,
Guitar Hero III: Legends of Rock,PS2,4.98,2007,8.2,,
Guitar Hero III: Legends of Rock,PS2,4.98,2007,8.7,,
Guitar Hero III: Legends of Rock,PS2,4.98,2007,8.2,8.0,8.1
Guitar Hero III: Legends of Rock,Wii,4.6,2007,8.5,,
Guitar Hero III: Legends of Rock,Wii,4.6,2007,8.6,,
Guitar Hero III: Legends of Rock,Wii,4.6,2007,8.2,,
Guitar Hero III: Legends of Rock,Wii,4.6,2007,8.7,,
Guitar Hero III: Legends of Rock,Wii,4.6,2007,8.2,8.0,8.1
Guitar Hero III: Legends of Rock,X360,4.53,2007,8.5,,
Guitar Hero III: Legends of Rock,X360,4.53,2007,8.6,,
Guitar Hero III: Legends of Rock,X360,4.53,2007,8.2,,
Guitar Hero III: Legends of Rock,X360,4.53,2007,8.7,,
Guitar Hero III: Legends of Rock,X360,4.53,2007,8.2,8.0,8.1
Guitar Hero III: Legends of Rock,PS3,2.25,2007,8.5,,
Guitar Hero III: Legends of Rock,PS3,2.25,2007,8.6,,
Guitar Hero III: Legends of Rock,PS3,2.25,2007,8.2,,
Guitar Hero III: Legends of Rock,PS3,2.25,2007,8.7,,
Guitar Hero III: Legends of Rock,PS3,2.25,2007,8.2,8.0,8.1
Guitar Hero II,X360,2.21,2007,9.2,,
Guitar Hero II,X360,2.21,2007,9.2,,
Guitar Hero Encore: Rocks The 80s,PS2,1.11,2007,,,
Parasite Eve,PS,1.9,1998,7.9,,
Bushido Blade 2,PS,0.68,1998,7.5,,
Final Fantasy VIII,PS,8.6,1999,8.0,,
Final Fantasy VIII,PS,8.6,1999,9.4,,
Final Fantasy Anthology,PS,0.8,1999,8.6,,
Chocobo's Dungeon 2,PS,0.7,1999,6.2,,
Chocobo Racing,PS,0.44,1999,5.4,,
Chrono Cross,PS,1.7,2000,9.7,9.5,9.6
Parasite Eve II,PS,1.2,2000,7.4,,
SaGa Frontier 2,PS,0.94,2000,7.4,,
Vagrant Story,PS,0.87,2000,9.3,,
Final Fantasy VIII,PC,0.58,2000,8.0,,
Final Fantasy VIII,PC,0.58,2000,9.4,,
Threads of Fate,PS,0.21,2000,7.8,,
Kingdom Hearts,PS2,6.3,2002,8.5,,
Jagged Alliance 2,PC,0.01,1999,8.5,,
Super Meat Boy,PS4,0.01,2016,9.2,,
Super Meat Boy,PS4,0.01,2016,8.5,7.0,7.75
Ultimate Brain Games,GBA,0.08,2003,8.5,,
Ultimate Card Games,GBA,0.12,2004,9.5,,
Ultimate Puzzle Games,GBA,0.02,2005,,,
Solitaire Overload,DS,0.42,2007,7.8,,
Ultimate Puzzle Games: Sudoku Edition,DS,0.12,2007,7.0,,
Ultimate Card Games DS,DS,0.08,2008,,,
Solitaire Overload Plus,DS,0.16,2010,,,
Fate/hollow ataraxia,PSV,0.12,2014,,,
World Cup Golf: Professional Edition,PS,0.13,1996,5.0,,
Johnny Bazookatone,PS,0.05,1996,5.0,,
Shellshock,PS,0.1,1998,7.0,,
Broken Sword 5: The Serpent's Curse,PS4,0.07,2019,,,
Broken Sword 5: The Serpent's Curse,PS4,0.07,2019,7.7,7.0,7.35
Broken Sword 5: The Serpent's Curse,PS4,0.07,2019,7.2,7.3,7.25
VR Golf '97,PS,0.17,1996,8.0,,
Sleeping Valley,PC,0.24,2016,,,
Calvin Tucker's Redneck Jamboree,Wii,0.31,2008,,,
Calvin Tucker's Redneck Jamboree,Wii,0.31,2008,3.4,,
Order Up!,Wii,0.21,2008,7.7,,
Arcade Shooting Gallery,Wii,0.19,2008,,,
Army Men: Soldiers of Misfortune,Wii,0.13,2008,2.5,,
Army Men: Soldiers of Misfortune,Wii,0.13,2008,3.5,,
Army Men: Soldiers of Misfortune,DS,0.11,2008,2.5,,
Army Men: Soldiers of Misfortune,DS,0.11,2008,3.5,,
Margot's Word Brain,DS,0.07,2008,5.0,,
Margot's Word Brain,DS,0.07,2008,6.0,,
Chrysler Classic Racing,Wii,0.06,2008,4.0,,
Chrysler Classic Racing,Wii,0.06,2008,4.0,,
Twin Strike: Operation Thunder,Wii,0.04,2008,5.5,,
Chrysler Classic Racing,DS,0.02,2008,4.0,,
Chrysler Classic Racing,DS,0.02,2008,4.0,,
Deal or No Deal,Wii,1.29,2009,5.5,,
Deal or No Deal,Wii,1.29,2009,1.5,,
Deal or No Deal,Wii,1.29,2009,3.1,,
Monster Trucks Mayhem,Wii,0.4,2009,,,
Chicken Blaster,Wii,0.32,2009,,,
Chicken Blaster,Wii,0.32,2009,,,
Wedding Dash,DS,0.21,2009,,,
Diner Dash: Flo on the Go,DS,0.14,2009,,,
Dodge Racing: Charger vs Challenger,Wii,0.12,2009,,,
Dodge Racing: Charger vs Challenger,Wii,0.12,2009,,,
Build 'n Race,Wii,0.08,2009,,,
Dream Dance & Cheer,Wii,0.07,2009,,,
Cold Stone Creamery: Scoop It Up,Wii,0.06,2009,,,
Dream Salon,Wii,0.05,2009,,,
Dream Salon,Wii,0.05,2009,,,
Chicken Blaster,DS,0.04,2009,,,
Chicken Blaster,DS,0.04,2009,,,
Glacier2,Wii,0.04,2009,,,
Dodge Racing: Charger vs Challenger,DS,0.03,2009,,,
Dodge Racing: Charger vs Challenger,DS,0.03,2009,,,
Pacific Liberator,Wii,0.03,2009,,,
Groovin' Blocks,Wii,0.01,2009,7.6,,
Calvin Tucker's Redneck Jamboree,PC,0.01,2009,,,
Calvin Tucker's Redneck Jamboree,PC,0.01,2009,3.4,,
Minute to Win It,Wii,0.25,2010,,,
Minute to Win It,Wii,0.25,2010,,,
Hello Kitty Seasons,Wii,0.23,2010,,,
Mathews Bowhunting,Wii,0.19,2010,,,
Hello Kitty: Birthday Adventures,DS,0.18,2010,,,
Shawn Johnson Gymnastics,Wii,0.17,2010,,,
Minute to Win It,DS,0.12,2010,,,
Minute to Win It,DS,0.12,2010,,,
Silly Bandz: Play The Craze,DS,0.11,2010,,,
Martian Panic,Wii,0.08,2010,,,
Let's Paint,Wii,0.07,2010,,,
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,0.07,2010,,,
Speed,Wii,0.06,2010,,,
Chocolatier,DS,0.05,2010,,,
Winter Sports 3: The Great Tournament,Wii,0.05,2010,,,
Winter Sports 3: The Great Tournament,Wii,0.05,2010,,,
Winter Sports 3: The Great Tournament,Wii,0.05,2010,,,
Color Cross,DS,0.05,2010,,,
Jane's Hotel,DS,0.04,2010,,,
Deal or No Deal: Special Edition,DS,0.04,2010,,,
Kevin Van Dam: Big Bass Challenge,Wii,0.03,2010,,,
Boot Camp Academy,Wii,0.03,2010,,,
Little Bears,DS,0.03,2010,,,
Dream Chronicles,DS,0.02,2010,,,
Wild West Shootout,Wii,0.02,2010,,,
Games Around the World,DS,0.01,2010,,,
Nursery Mania,DS,0.01,2010,,,
Monster Frenzy,DS,0.01,2010,,,
FlatOut,Wii,0.01,2010,,,
FlatOut,Wii,0.01,2010,,,
FlatOut,Wii,0.01,2010,,,
Minute to win it,X360,0.33,2011,,,
Winter Sports 3: The Great Tournament,PS3,0.03,2011,,,
Winter Sports 3: The Great Tournament,PS3,0.03,2011,,,
Winter Sports 3: The Great Tournament,PS3,0.03,2011,,,
Bigfoot King of Crush,Wii,0.02,2011,,,
Winter Sports 3: The Great Tournament,X360,0.01,2011,,,
Winter Sports 3: The Great Tournament,X360,0.01,2011,,,
Winter Sports 3: The Great Tournament,X360,0.01,2011,,,
Pirate Blast,Wii,0.01,2011,,,
Photo Phantasy,DS,0.01,2011,,,
Hyper Fighters,Wii,0.01,2011,,,
Monster Strike 3DS,3DS,1.0,2015,,,
King's Bounty: Armored Princess,PC,0.01,2009,,,
Necrovision,PC,0.01,2009,,,
Men of War: Vietnam,PC,0.13,2011,7.2,5.2,6.2
Men of War: Assault Squad,PC,0.06,2011,8.0,8.0,8.0
Off-Road Drive,PC,0.04,2011,6.0,6.5,6.25
NCAA Final Four 2000,PS,0.38,1999,7.9,,
Boxing,2600,0.77,1980,,,
Boxing,2600,0.77,1980,5.9,,
Fishing Derby,2600,0.51,1980,,,
Dragster,2600,0.32,1980,,,
Bridge,2600,0.27,1980,,,
Kaboom!,2600,1.15,1981,,,
Ice Hockey,2600,0.49,1981,,,
Ice Hockey,2600,0.49,1981,7.0,,
Laser Blast,2600,0.39,1981,,,
Freeway,2600,0.34,1981,,,
Pitfall!,2600,4.5,1982,,,
River Raid,2600,1.6,1982,,,
Megamania,2600,1.1,1982,,,
Chopper Command,2600,0.5,1982,,,
Grand Prix,2600,0.48,1982,,,
Barnstorming,2600,0.43,1982,,,
Pitfall II: Lost Caverns,2600,1.31,1983,,,
Enduro,2600,0.87,1983,,,
Keystone Kapers,2600,0.66,1983,,,
The Activision Decathlon,2600,0.55,1983,,,
Frostbite,2600,0.34,1983,,,
Dolphin,2600,0.29,1983,,,
Pressure Cooker,2600,0.15,1983,,,
Beamrider,2600,0.27,1984,,,
Ghostbusters,2600,0.45,1985,,,
Alter Ego,PC,0.03,1986,,,
Kung-Fu Master,2600,0.65,1987,,,
River Raid II,2600,0.51,1988,,,
Commando,2600,0.47,1988,,,
Commando,2600,0.47,1988,,,
Double Dragon,2600,0.47,1989,,,
Rampage,2600,0.24,1989,,,
Time Commando,PS,0.17,1996,,,
Blast Chamber,PS,0.1,1996,,,
Nightmare Creatures,PS,0.63,1997,7.8,,
Nightmare Creatures,PS,0.63,1997,7.1,,
MechWarrior 2: 31st Century Combat,PS,0.36,1997,,,
Nightmare Creatures,N64,0.26,1997,7.8,,
Nightmare Creatures,N64,0.26,1997,7.1,,
Tenchu: Stealth Assassins,PS,1.99,1998,8.8,,
A Collection of Activision Classic Games for the Atari 2600,PS,1.37,1998,3.8,,
Vigilante 8,PS,1.23,1998,8.0,,
Vigilante 8,PS,1.23,1998,8.2,,
Asteroids,PS,1.15,1998,6.0,,
Asteroids,PS,1.15,1998,7.6,7.8,7.7
Apocalypse,PS,0.45,1998,6.7,,
Pitfall 3D: Beyond the Jungle,PS,0.33,1998,,,
Vigilante 8,N64,0.31,1998,8.0,,
Vigilante 8,N64,0.31,1998,8.2,,
Civilization II,PS,0.28,1998,8.2,,
The Fifth Element,PS,0.14,1998,3.7,,
Judge Dredd,PS,0.05,1998,2.0,,
Tony Hawk's Pro Skater,PS,5.02,1999,9.6,,
Tony Hawk's Pro Skater,PS,5.02,1999,7.1,,
Tony Hawk's Pro Skater,PS,5.02,1999,9.3,,
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1.71,1999,,,
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1.71,1999,7.0,,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,0.93,1999,,,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,0.93,1999,7.0,,
A Bug's Life,N64,0.63,1999,6.1,,
A Bug's Life,N64,0.63,1999,3.6,,
Wu-Tang: Shaolin Style,PS,0.48,1999,,,
Vigilante 8: 2nd Offense,PS,0.48,1999,,,
Vigilante 8: 2nd Offense,PS,0.48,1999,,,
Quake II,PS,0.41,1999,8.2,,
Quake II,PS,0.41,1999,8.7,,
A Collection of Intellivision Classic Games,PS,0.31,1999,4.3,,
Quake II,N64,0.3,1999,8.2,,
Quake II,N64,0.3,1999,8.7,,
Space Invaders,N64,0.16,1999,,,
Space Invaders,N64,0.16,1999,4.0,,
Space Invaders,N64,0.16,1999,7.8,,
Space Invaders,N64,0.16,1999,8.1,,
T'ai Fu: Wrath of the Tiger,PS,0.15,1999,7.5,,
Guardian's Crusade,PS,0.12,1999,8.5,,
Blue Stinger,DC,0.1,1999,6.7,,
Tony Hawk's Pro Skater 2,PS,4.68,2000,8.5,,
Tony Hawk's Pro Skater 2,PS,4.68,2000,9.3,,
Tony Hawk's Pro Skater 2,PS,4.68,2000,8.9,,
Spider-Man,PS,3.13,2000,,,
Spider-Man,PS,3.13,2000,,,
Spider-Man,PS,3.13,2000,,,
Tony Hawk's Pro Skater,N64,2.11,2000,9.6,,
Tony Hawk's Pro Skater,N64,2.11,2000,7.1,,
Tony Hawk's Pro Skater,N64,2.11,2000,9.3,,
Tony Hawk's Pro Skater,GB,1.33,2000,9.6,,
Tony Hawk's Pro Skater,GB,1.33,2000,7.1,,
Tony Hawk's Pro Skater,GB,1.33,2000,9.3,,
Buzz Lightyear of Star Command,PS,0.63,2000,6.0,,
Tenchu 2: Birth of the Stealth Assassins,PS,0.58,2000,8.5,,
